date,region,day_of_week,reduced_bid_policy,ad_spend,impressions,clicks,platform_attributed_leads,total_qualified_leads,organic_plus_direct_leads,estimated_cost_per_qualified_lead
2026-02-22,Recruiting_Region_04,Sunday,0,939.9684774562224,60184.706271885,1354.6094381243734,42,32,0,29.37401492050695
2026-02-23,Recruiting_Region_04,Monday,0,1128.7463487208324,54630.30165438798,1604.1080579208592,33,46,13,24.53796410262679
2026-02-24,Recruiting_Region_04,Tuesday,1,535.5021782289937,28286.168406224773,1036.8928175779615,12,45,33,11.900048405088748
2026-02-25,Recruiting_Region_04,Wednesday,0,968.0308133540116,60374.99970328499,1308.244427013306,27,61,34,15.869357595967402
2026-02-26,Recruiting_Region_04,Thursday,0,1007.3357204873681,60989.66554509082,1566.4865342930175,36,46,10,21.89860261929061
2026-02-27,Recruiting_Region_04,Friday,1,486.3946126284179,28808.761574681135,824.1354303727069,14,55,41,8.843538411425781
2026-02-28,Recruiting_Region_04,Saturday,1,586.1174934548694,27417.39824194536,913.8542729883605,13,42,29,13.95517841559213
2026-03-01,Recruiting_Region_04,Sunday,0,928.9990516102721,59164.86271760734,1344.1765583565373,25,38,13,24.44734346342821
2026-01-05,Recruiting_Region_05,Monday,1,836.5339997865121,62772.556849764485,1516.7414346911023,26,23,0,36.37104346897879
2026-01-06,Recruiting_Region_05,Tuesday,0,1690.5418309290776,105843.87552478444,2456.7426210932795,53,16,0,105.65886443306735
2026-01-07,Recruiting_Region_05,Wednesday,1,970.7266174401799,61163.390301889485,1472.058611222042,33,22,0,44.12393715637182
2026-01-08,Recruiting_Region_05,Thursday,0,1676.810564957325,106192.8887185124,2439.910443667275,52,22,0,76.21866204351477
2026-01-09,Recruiting_Region_05,Friday,0,1534.99721521376,98252.37769930156,2599.2193979954036,66,22,0,69.77260069153455
2026-01-10,Recruiting_Region_05,Saturday,1,826.3653683390345,62307.07531049286,1712.2684026196923,34,25,0,33.05461473356138
2026-01-11,Recruiting_Region_05,Sunday,0,1749.328049158355,109977.55183643142,2774.887292725737,60,31,0,56.42993706962436
2026-01-12,Recruiting_Region_05,Monday,1,911.3748620122157,62243.872094379854,1470.4952372161588,19,33,14,27.617420060976233
2026-01-13,Recruiting_Region_05,Tuesday,1,919.4674561441103,58970.73173739349,1381.1519218587996,28,23,0,39.97684591930914
2026-01-14,Recruiting_Region_05,Wednesday,0,1632.3201507998654,105396.55467814568,2651.141047441247,53,23,0,70.97044133912458
2026-01-15,Recruiting_Region_05,Thursday,1,839.2238026553166,61992.19227228185,1449.282748827943,24,26,2,32.27783856366602
2026-01-16,Recruiting_Region_05,Friday,1,902.7622531614942,63810.28347799566,1466.5019144681166,36,29,0,31.12973286763773
2026-01-17,Recruiting_Region_05,Saturday,0,1706.1201548699266,107420.41748387046,2607.5719795434197,69,29,0,58.83172947827333
2026-01-18,Recruiting_Region_05,Sunday,1,796.2593310208472,65926.76907435313,1580.1216655528094,34,28,0,28.437833250744543
2026-01-19,Recruiting_Region_05,Monday,0,1681.7589906230946,108494.84775788094,2590.274053214429,56,25,0,67.27035962492378
2026-01-20,Recruiting_Region_05,Tuesday,1,870.0285220641126,62272.89845661406,1644.4424112565603,28,25,0,34.8011408825645
2026-01-21,Recruiting_Region_05,Wednesday,1,870.5009527725821,61527.362649392475,1641.5932589758013,27,23,0,37.8478675118514
2026-01-22,Recruiting_Region_05,Thursday,0,1670.9874573329505,119205.49378703149,2476.604350825042,45,19,0,87.9467082806816
2026-01-23,Recruiting_Region_05,Friday,0,1781.293186180309,105825.03642332488,2482.567549871063,44,28,0,63.6176137921539
2026-01-24,Recruiting_Region_05,Saturday,0,1572.1226836130318,111498.47708879692,2478.380410674012,55,22,0,71.46012198241054
2026-01-25,Recruiting_Region_05,Sunday,0,1559.4979083099227,107580.98082108336,2603.8741657611204,53,23,0,67.80425688304011
2026-01-26,Recruiting_Region_05,Monday,1,814.5260120019183,56489.71608034806,1785.6302389248497,32,15,0,54.30173413346122
2026-01-27,Recruiting_Region_05,Tuesday,1,701.69570338516,57620.389271494976,1536.3768926573975,25,22,0,31.895259244779997
2026-01-28,Recruiting_Region_05,Wednesday,1,895.9012081726789,61965.80123417645,1679.0133800193607,20,27,7,33.18152622861774
2026-01-29,Recruiting_Region_05,Thursday,1,886.343139322424,51437.7943268827,1486.1708066504773,20,24,4,36.930964138434334
2026-01-30,Recruiting_Region_05,Friday,1,933.0515275940265,56560.5562826375,1486.590817727054,23,22,0,42.41143307245575
2026-01-31,Recruiting_Region_05,Saturday,0,1663.014123366492,105164.02521984337,2420.008705145066,54,24,0,69.2922551402705
2026-02-01,Recruiting_Region_05,Sunday,0,1764.3586149638418,104728.4331521847,2466.4491532551374,61,27,0,65.34661536903117
2026-02-02,Recruiting_Region_05,Monday,0,1754.7378829033266,113451.62119270729,2756.9311766237106,62,41,0,42.79848494886163
2026-02-03,Recruiting_Region_05,Tuesday,1,802.3922058936618,53510.869448548176,1628.5279815838562,31,32,1,25.07475643417693
2026-02-04,Recruiting_Region_05,Wednesday,0,1688.0197809585395,109015.2953504373,2385.6664859973816,49,36,0,46.88943835995943
2026-02-05,Recruiting_Region_05,Thursday,1,860.3577857410522,61185.40219274344,1499.1538077624577,30,39,9,22.060456044642365
2026-02-06,Recruiting_Region_05,Friday,1,805.1229142950019,52979.54187762102,1519.6786172630725,27,45,18,17.89162031766671
2026-02-07,Recruiting_Region_05,Saturday,1,895.6117551350335,63038.21778917816,1757.4758844903854,22,33,11,27.139750155607075
2026-02-08,Recruiting_Region_05,Sunday,1,939.0620060452468,65027.9450166823,1588.623911068005,29,23,0,40.82878287153247
2026-02-09,Recruiting_Region_05,Monday,0,1721.6483748550588,111343.50876655476,2542.2421656685933,49,53,4,32.48393160103885
2026-02-10,Recruiting_Region_05,Tuesday,0,1662.946056690158,112424.51832085208,2561.754086528651,55,63,8,26.395969153812032
2026-02-11,Recruiting_Region_05,Wednesday,0,1753.922877409632,97655.47938343414,2583.815455736391,43,49,6,35.79434443693127
2026-02-12,Recruiting_Region_05,Thursday,0,1749.8128034508736,120496.19153491809,2428.2492330378273,41,47,6,37.230059647890926
2026-02-13,Recruiting_Region_05,Friday,0,1696.766291165,103634.62548130208,2777.349012608918,52,37,0,45.858548409864866
2026-02-14,Recruiting_Region_05,Saturday,1,869.3864215192028,64410.12436080739,1664.1029349745913,26,38,12,22.87859003997902
2026-02-15,Recruiting_Region_05,Sunday,1,903.9213480776833,68599.244696101,1764.7125801228422,27,42,15,21.52193685899246
2026-02-16,Recruiting_Region_05,Monday,0,1756.6463073813482,101385.7343715888,2323.923487221127,42,53,11,33.14426995059147
2026-02-17,Recruiting_Region_05,Tuesday,1,1004.621086922583,60636.06626536497,1349.3606836022975,19,45,26,22.324913042724067
2026-02-18,Recruiting_Region_05,Wednesday,0,1720.7294002400015,106142.47474254789,2551.4317754787094,64,46,0,37.40716087478264
2026-02-19,Recruiting_Region_05,Thursday,1,978.9523172570356,70323.80745477209,1820.5794566499487,33,32,0,30.592259914282362
2026-02-20,Recruiting_Region_05,Friday,1,827.2323274794421,56823.862494965884,1719.0376784399068,23,46,23,17.983311466944393
2026-02-21,Recruiting_Region_05,Saturday,0,1627.9810317123397,92931.4726194352,2591.3272629462545,61,39,0,41.74310337723948
2026-02-22,Recruiting_Region_05,Sunday,1,814.9558318859605,65443.66898846467,1536.6486328053177,29,33,4,24.69563126927153
2026-02-23,Recruiting_Region_05,Monday,1,677.7918514020191,65564.29407316256,1400.6942290155262,26,42,16,16.137901223857597
2026-02-24,Recruiting_Region_05,Tuesday,1,846.658915396035,58138.3150891936,1693.0110797680552,33,45,12,18.814642564356333
2026-02-25,Recruiting_Region_05,Wednesday,0,1579.412986529442,97286.11598682367,2563.5447718728205,57,49,0,32.23291809243759
2026-02-26,Recruiting_Region_05,Thursday,0,1811.366646749722,96982.06326617138,2338.3738547847065,59,50,0,36.227332934994436
2026-02-27,Recruiting_Region_05,Friday,0,1720.2196381660738,93548.29674838537,2283.7942797644114,51,35,0,49.14913251903068
2026-02-28,Recruiting_Region_05,Saturday,0,1769.3872563870902,117935.21166461438,2450.7591572408533,54,35,0,50.55392161105972
2026-03-01,Recruiting_Region_05,Sunday,0,1564.9372999191896,106910.94365065194,2494.208982588098,62,47,0,33.296538296152974
2026-01-05,Recruiting_Region_06,Monday,1,748.3007820468564,65307.35816225525,1335.1117383660153,28,19,0,39.384251686676656
2026-01-06,Recruiting_Region_06,Tuesday,0,1621.0912916779075,95360.83000606277,2371.1047402146587,44,19,0,85.32059429883724
2026-01-07,Recruiting_Region_06,Wednesday,1,984.9181849528973,54644.99829964202,1164.6420827277389,18,22,4,44.76900840694987
2026-01-08,Recruiting_Region_06,Thursday,1,890.5911944083975,60373.28990504309,1647.4937953885067,30,23,0,38.72135627862598
2026-01-09,Recruiting_Region_06,Friday,1,937.050227440342,56505.58540325946,1554.3072100948111,32,27,0,34.70556397927193
2026-01-10,Recruiting_Region_06,Saturday,0,1469.7581258570722,105175.82221071156,2237.3200587918523,57,19,0,77.35569083458275
2026-01-11,Recruiting_Region_06,Sunday,1,739.622616672743,61269.39529733922,1379.2148945032968,24,26,2,28.44702371818242
2026-01-12,Recruiting_Region_06,Monday,0,1407.5603892948623,90613.82077427555,2054.2633843444196,43,43,0,32.733962541740986
2026-01-13,Recruiting_Region_06,Tuesday,0,1459.7550132897397,99704.36122495602,2259.191094354256,29,33,4,44.235000402719386
2026-01-14,Recruiting_Region_06,Wednesday,0,1537.6862191399077,86138.09899890519,2251.04331685036,57,36,0,42.713506087219656
2026-01-15,Recruiting_Region_06,Thursday,1,575.4826990572213,59934.08418274306,1636.2235396712636,31,30,0,19.18275663524071
2026-01-16,Recruiting_Region_06,Friday,0,1534.7956118957804,107874.66139372227,2348.3053523864496,52,32,0,47.96236287174314
2026-01-17,Recruiting_Region_06,Saturday,0,1412.7028176732858,90072.4428210465,2429.7332432643643,61,28,0,50.45367205976021
2026-01-18,Recruiting_Region_06,Sunday,0,1522.4881638083978,97904.40886772849,2394.379211688508,63,28,0,54.37457727887135
2026-01-19,Recruiting_Region_06,Monday,1,695.7473554045011,67189.08424236126,1510.7499765493476,26,24,0,28.989473141854216
2026-01-20,Recruiting_Region_06,Tuesday,1,873.5448448540023,52325.654259544695,1633.1439446966745,28,21,0,41.5973735644763
2026-01-21,Recruiting_Region_06,Wednesday,0,1395.8859024875826,94292.46503864604,2372.6461147831055,54,27,0,51.69947786991047
2026-01-22,Recruiting_Region_06,Thursday,0,1452.94487800438,85160.74914016473,2176.846339966589,48,30,0,48.43149593347933
2026-01-23,Recruiting_Region_06,Friday,0,1425.1735269347257,91616.20144211718,2464.970132579061,45,21,0,67.86540604451075
2026-01-24,Recruiting_Region_06,Saturday,1,914.1965694649793,50824.09719749827,1444.156341222418,26,17,0,53.77626879205761
2026-01-25,Recruiting_Region_06,Sunday,1,883.2272020995294,61957.29733919628,1406.8755147460308,24,21,0,42.058438195215686
2026-01-26,Recruiting_Region_06,Monday,1,766.5561853004641,49984.76750592226,1325.283963858348,23,19,0,40.34506238423495
2026-01-27,Recruiting_Region_06,Tuesday,1,802.5717957080315,68476.181660085,1312.2124597264756,20,30,10,26.752393190267714
2026-01-28,Recruiting_Region_06,Wednesday,0,1488.2392446417145,92150.65619335193,2299.9748123565378,52,31,0,48.00771756908757
2026-01-29,Recruiting_Region_06,Thursday,0,1423.6983664154475,93462.60076604372,2079.3676443829304,52,26,0,54.75762947751721
2026-01-30,Recruiting_Region_06,Friday,1,773.0166428644139,51709.87064010695,1539.510870095396,25,27,2,28.630246032015332
2026-01-31,Recruiting_Region_06,Saturday,0,1524.9276470104649,103984.99377245354,2331.2393914246995,40,21,0,72.61560223859357
2026-02-01,Recruiting_Region_06,Sunday,1,869.4926081817337,51520.82420714897,1256.5526457948063,18,30,12,28.98308693939112
2026-02-02,Recruiting_Region_06,Monday,0,1392.163285941457,95024.94712242535,2217.5704686983395,58,39,0,35.69649451131941
2026-02-03,Recruiting_Region_06,Tuesday,1,812.2641304140982,50575.55672926111,1561.1100824950615,25,51,26,15.926747655178396
2026-02-04,Recruiting_Region_06,Wednesday,0,1473.466108630419,97574.91084653884,1893.116262719259,34,51,17,28.89149232608665
2026-02-05,Recruiting_Region_06,Thursday,1,767.8042540518904,49045.32197190331,1431.2903893254029,26,35,9,21.937264401482583
2026-02-06,Recruiting_Region_06,Friday,0,1387.033066693563,96339.5588597423,2432.804511652718,47,52,5,26.673712821030055
2026-02-07,Recruiting_Region_06,Saturday,0,1404.2496364264368,94440.6774144832,2504.476880707844,42,43,1,32.6569682889869
2026-02-08,Recruiting_Region_06,Sunday,1,736.6429221954468,50122.133852267674,1419.1031524728253,18,39,21,18.888280056293507
2026-02-09,Recruiting_Region_06,Monday,1,874.28226545009,52732.200812777024,1427.9918911124437,32,34,2,25.714184277943822
2026-02-10,Recruiting_Region_06,Tuesday,1,621.095478689314,55942.77325126574,1589.9439896333968,28,48,20,12.939489139360708
2026-02-11,Recruiting_Region_06,Wednesday,0,1573.0440217051125,91553.6475202462,2054.9089288109035,50,48,0,32.77175045218984
2026-02-12,Recruiting_Region_06,Thursday,1,601.8790191176989,64956.02123351484,1557.0155099179922,27,57,30,10.559281037152612
2026-02-13,Recruiting_Region_06,Friday,0,1474.6487593401976,93021.60234557895,2607.6299489062967,56,47,0,31.375505517876544
2026-02-14,Recruiting_Region_06,Saturday,0,1537.809465330941,101236.08331442288,2315.133561578996,57,41,0,37.507547934901
2026-02-15,Recruiting_Region_06,Sunday,1,732.2063757724177,63454.20673856482,1435.5629742836315,36,39,3,18.774522455703018
2026-02-16,Recruiting_Region_06,Monday,0,1435.7855013975143,98455.01683111305,2231.635894974074,45,46,1,31.21272829125031
2026-02-17,Recruiting_Region_06,Tuesday,1,857.9636810978507,49915.95553075526,1338.4542976545872,23,40,17,21.449092027446266
2026-02-18,Recruiting_Region_06,Wednesday,0,1429.94490484688,93368.85005148231,2210.447566185551,49,37,0,38.64715959045622
2026-02-19,Recruiting_Region_06,Thursday,0,1564.2939624214705,99514.00327015448,2374.7263111352936,46,57,11,27.443753726692464
2026-02-20,Recruiting_Region_06,Friday,0,1491.0778078091091,94733.73980162863,2504.593236446221,58,45,0,33.13506239575798
2026-02-21,Recruiting_Region_06,Saturday,1,764.6915958952635,58365.274708962825,1479.6601358421833,28,27,0,28.321910959083834
2026-02-22,Recruiting_Region_06,Sunday,0,1564.8952797538336,100741.11862745292,2244.9467131931347,44,29,0,53.96190619840806
2026-02-23,Recruiting_Region_06,Monday,0,1405.676268233573,87295.68948410153,2347.386532894794,53,47,0,29.908005707097296
2026-02-24,Recruiting_Region_06,Tuesday,1,823.3704795838164,63727.6838178048,1458.0693919353207,29,39,10,21.112063579072217
2026-02-25,Recruiting_Region_06,Wednesday,1,594.8779458554908,55959.850970616055,1158.1051457233457,17,37,20,16.07778232041867
2026-02-26,Recruiting_Region_06,Thursday,1,803.9374198312752,60232.35278612969,1547.4826217853501,22,39,17,20.613779995673724
2026-02-27,Recruiting_Region_06,Friday,1,743.3252608382613,50819.88849266987,1504.4829244209798,43,52,9,14.29471655458195
2026-02-28,Recruiting_Region_06,Saturday,0,1408.2403473723462,99820.21897364674,2192.255305559078,50,45,0,31.294229941607693
2026-03-01,Recruiting_Region_06,Sunday,1,778.8194035337114,61600.70040883031,1452.2775843453226,32,52,20,14.977296221802142
2026-01-05,Recruiting_Region_07,Monday,0,1711.9074329363684,96019.69543914663,2531.388740335173,49,33,0,51.87598281625359
2026-01-06,Recruiting_Region_07,Tuesday,1,735.7087486445699,62344.41755523215,1572.078227854909,24,31,7,23.732540278857094
2026-01-07,Recruiting_Region_07,Wednesday,1,861.3512964061576,55373.1876570121,1560.9667612214528,31,34,3,25.333861659004636
2026-01-08,Recruiting_Region_07,Thursday,1,776.9471350827544,60077.871409487474,1598.6241146344967,28,44,16,17.657889433698962
2026-01-09,Recruiting_Region_07,Friday,0,1592.3023494330982,110951.69027911201,2407.825791308548,59,38,0,41.90269340613416
2026-01-10,Recruiting_Region_07,Saturday,1,852.4307154638235,68145.71086825221,1586.1420454585857,30,30,0,28.41435718212745
2026-01-11,Recruiting_Region_07,Sunday,0,1528.0128983259235,95797.62277149125,2736.289901616097,59,44,0,34.727565871043716
2026-01-12,Recruiting_Region_07,Monday,1,644.930067480028,65254.489424261265,1522.1327321062338,23,44,21,14.657501533637001
2026-01-13,Recruiting_Region_07,Tuesday,1,843.7030178626247,64852.5502393817,1483.6115910703509,26,52,26,16.225058035819707
2026-01-14,Recruiting_Region_07,Wednesday,1,716.0177007892798,67679.4870490226,1609.534961160916,20,37,17,19.35182975106162
2026-01-15,Recruiting_Region_07,Thursday,1,902.3245909654606,51952.2411262496,1447.9608963335108,30,45,15,20.051657577010236
2026-01-16,Recruiting_Region_07,Friday,0,1634.7539968204776,108456.62335135703,2496.5431054429546,50,46,0,35.53813036566255
2026-01-17,Recruiting_Region_07,Saturday,1,952.1019777624837,58768.03301167226,1441.6097657453772,29,29,0,32.831102681464955
2026-01-18,Recruiting_Region_07,Sunday,1,882.100079010003,64312.097290198515,1742.3470157551246,26,32,6,27.565627469062594
2026-01-19,Recruiting_Region_07,Monday,1,789.5682628011008,53161.89279968776,1499.8643511181813,35,34,0,23.222595964738257
2026-01-20,Recruiting_Region_07,Tuesday,0,1642.1758985059532,113874.82573700557,2323.365033866464,59,41,0,40.05307069526715
2026-01-21,Recruiting_Region_07,Wednesday,1,952.854160015216,54708.21957719709,1556.1228815347142,30,26,0,36.648236923662154
2026-01-22,Recruiting_Region_07,Thursday,0,1495.4904899555884,103714.9454493023,2365.3430782275145,64,27,0,55.38853666502179
2026-01-23,Recruiting_Region_07,Friday,1,950.0551503803808,55764.85033598402,1679.1432900602247,25,35,10,27.14443286801088
2026-01-24,Recruiting_Region_07,Saturday,1,888.6053909798311,53834.59888622773,1489.3932820201446,34,37,3,24.016361918373814
2026-01-25,Recruiting_Region_07,Sunday,0,1477.9438109375565,97981.55630925993,2463.822286923264,41,35,0,42.22696602678733
2026-01-26,Recruiting_Region_07,Monday,0,1671.9640917430374,98785.78376864323,2413.3366694799797,54,37,0,45.18821869575777
2026-01-27,Recruiting_Region_07,Tuesday,0,1666.1537586030583,105456.52851468939,2464.8004495856494,68,45,0,37.02563908006796
2026-01-28,Recruiting_Region_07,Wednesday,1,867.5519846745625,63098.987067046,1470.225698711284,19,32,13,27.11099952108008
2026-01-29,Recruiting_Region_07,Thursday,1,883.4861378904421,70269.76753366392,1532.6823438067795,32,34,2,25.984886408542415
2026-01-30,Recruiting_Region_07,Friday,0,1680.2101907238953,101826.37328298898,2664.230274438838,49,44,0,38.186595243724895
2026-01-31,Recruiting_Region_07,Saturday,1,819.6973357619554,56077.37128661787,1456.3426113013832,19,26,7,31.526820606229055
2026-02-01,Recruiting_Region_07,Sunday,0,1595.9278278244617,105459.5821241716,2505.380242137838,52,48,0,33.24849641300962
2026-02-02,Recruiting_Region_07,Monday,1,773.563838352514,54375.29043822152,1402.7937332628953,26,50,24,15.47127676705028
2026-02-03,Recruiting_Region_07,Tuesday,0,1660.4021845888728,104543.0415895483,2304.9395242237524,40,56,16,29.650039010515588
2026-02-04,Recruiting_Region_07,Wednesday,0,1470.8722562234252,97056.86692370575,2339.2360551412385,51,52,1,28.28600492737356
2026-02-05,Recruiting_Region_07,Thursday,0,1609.0208870160777,95959.64457613674,2418.202238017218,56,67,11,24.01523711964295
2026-02-06,Recruiting_Region_07,Friday,0,1711.358874933817,100768.80201043742,2576.8410475902715,45,54,9,31.69183101729291
2026-02-07,Recruiting_Region_07,Saturday,0,1604.741348918956,102114.57720695542,2524.7959527267194,43,55,12,29.17711543489011
2026-02-08,Recruiting_Region_07,Sunday,0,1715.6117409953497,114740.42538916845,2563.4951103549706,56,56,0,30.63592394634553
2026-02-09,Recruiting_Region_07,Monday,1,890.9105240856675,51432.52329078114,1498.9301937242203,29,89,60,10.010230607704129
2026-02-10,Recruiting_Region_07,Tuesday,1,884.2803289245907,65457.991087588714,1653.6509140687233,21,69,48,12.815656940936096
2026-02-11,Recruiting_Region_07,Wednesday,1,878.5165648314553,61275.951516304,1447.5889871524564,28,72,44,12.201618955992435
2026-02-12,Recruiting_Region_07,Thursday,1,828.1802929909976,51694.28581424966,1682.8811428912043,26,67,41,12.360899895388023
2026-02-13,Recruiting_Region_07,Friday,0,1517.5531142772984,100597.04979719697,2447.2250256641987,49,69,20,21.993523395323166
2026-02-14,Recruiting_Region_07,Saturday,0,1638.365340382716,87331.01882156888,2428.1958982505184,57,62,5,26.42524742552768
2026-02-15,Recruiting_Region_07,Sunday,1,815.5695604649543,57348.128986633055,1308.0982210312104,23,58,35,14.061544145947488
2026-02-16,Recruiting_Region_07,Monday,0,1673.8441302968572,99388.47554598888,2602.843474938569,54,69,15,24.258610584012423
2026-02-17,Recruiting_Region_07,Tuesday,0,1562.2440762549584,96796.14011960395,2405.0280246136267,44,76,32,20.555843108617875
2026-02-18,Recruiting_Region_07,Wednesday,1,891.3652991623242,61854.91113917425,1549.364287248639,27,74,47,12.045477015707084
2026-02-19,Recruiting_Region_07,Thursday,0,1690.0717126455293,107820.85816876806,2834.7632796453845,76,53,0,31.888145521613758
2026-02-20,Recruiting_Region_07,Friday,0,1558.6561171149203,99668.9824779731,2517.4465113520905,50,73,23,21.351453659108497
2026-02-21,Recruiting_Region_07,Saturday,1,679.8355240007838,57700.3431339774,1578.8012944228497,29,57,28,11.926939017557611
2026-02-22,Recruiting_Region_07,Sunday,0,1576.006655425783,102557.36497130153,2428.7483918111307,42,40,0,39.400166385644575
2026-02-23,Recruiting_Region_07,Monday,1,808.9816611652444,62106.64233739818,1417.019850044348,27,68,41,11.896789134783006
2026-02-24,Recruiting_Region_07,Tuesday,1,810.3550339980518,60834.17889392136,1580.3711295607375,29,68,39,11.916985794088998
2026-02-25,Recruiting_Region_07,Wednesday,1,799.6400193507698,44551.69255756958,1476.4942285755599,28,58,30,13.7868968853581
2026-02-26,Recruiting_Region_07,Thursday,0,1386.201454204829,103638.2072759406,2312.574557310974,33,78,45,17.771813515446524
2026-02-27,Recruiting_Region_07,Friday,0,1629.6214516449834,103138.74847186333,2400.0853515607587,60,73,13,22.323581529383333
2026-02-28,Recruiting_Region_07,Saturday,0,1543.043217590786,105891.579062968,2396.9579748160286,52,70,18,22.043474537011228
2026-03-01,Recruiting_Region_07,Sunday,0,1453.647340821999,99643.32336998935,2293.6753806602333,49,66,17,22.024959709424227
2026-01-05,Recruiting_Region_08,Monday,0,1283.3596825394745,81948.01510587982,1964.7820142291625,54,22,0,58.33453102452157
2026-01-06,Recruiting_Region_08,Tuesday,0,1185.8296645572173,80404.38722423672,1859.5866669158231,49,21,0,56.468079264629395
2026-01-07,Recruiting_Region_08,Wednesday,0,1212.2331403104308,85936.48881853794,1853.7599544693858,48,13,0,93.24870310080237
2026-01-08,Recruiting_Region_08,Thursday,1,498.5847912555458,50188.050343035546,1466.0852061657868,31,26,0,19.1763381252133
2026-01-09,Recruiting_Region_08,Friday,1,559.2091226839981,45062.29294416074,1314.1599961279694,31,23,0,24.31344011669557
2026-01-10,Recruiting_Region_08,Saturday,1,695.4973115433512,57666.4233909698,1390.8920757921715,26,23,0,30.239013545363097
2026-01-11,Recruiting_Region_08,Sunday,0,1300.0014056524394,72653.4314271387,1975.91601786623,46,28,0,46.42862163044426
2026-01-12,Recruiting_Region_08,Monday,1,601.4102482527052,51206.40784060605,1340.4902400333995,24,26,2,23.131163394334813
2026-01-13,Recruiting_Region_08,Tuesday,0,1225.1705487993815,73185.42860344413,1772.3290414661496,36,37,1,33.11271753511842
2026-01-14,Recruiting_Region_08,Wednesday,0,1343.0404697470128,85789.69032564928,1866.4314539131822,47,37,0,36.29839107424359
2026-01-15,Recruiting_Region_08,Thursday,1,805.3799708723586,45318.23275485127,1271.9754579845028,28,35,7,23.010856310638818
2026-01-16,Recruiting_Region_08,Friday,1,589.3750253909575,52231.47976607618,1260.1508218122303,22,22,0,26.789773881407157
2026-01-17,Recruiting_Region_08,Saturday,0,1310.1079821520477,75852.93164164739,1901.7632703348347,34,20,0,65.50539910760239
2026-01-18,Recruiting_Region_08,Sunday,0,1284.258936999232,72573.71855756498,1696.2734687524314,46,27,0,47.56514581478637
2026-01-19,Recruiting_Region_08,Monday,0,1281.1436453414071,82445.33173342503,1722.8758714031308,40,27,0,47.44976464227434
2026-01-20,Recruiting_Region_08,Tuesday,1,665.6290035125318,48251.0196915151,1193.7481729172812,24,20,0,33.28145017562659
2026-01-21,Recruiting_Region_08,Wednesday,0,1347.3607444179718,75668.69811750765,1970.4172973400246,45,31,0,43.463249819934575
2026-01-22,Recruiting_Region_08,Thursday,0,1335.7615339034062,78463.4814961208,1869.0184792122561,34,29,0,46.060742548393314
2026-01-23,Recruiting_Region_08,Friday,0,1231.5721461735595,87450.48880084671,2114.4768613846654,42,21,0,58.64629267493141
2026-01-24,Recruiting_Region_08,Saturday,1,717.7515739143687,50632.25203264168,1260.996704374323,21,10,0,71.77515739143686
2026-01-25,Recruiting_Region_08,Sunday,1,681.0752833368584,47338.29408494516,1286.25736363937,19,15,0,45.405018889123895
2026-01-26,Recruiting_Region_08,Monday,0,1241.8520167890133,81552.96717374398,2160.723350825069,50,22,0,56.44781894495515
2026-01-27,Recruiting_Region_08,Tuesday,0,1242.9991428648505,87263.7320441472,2130.648315702261,42,29,0,42.86203940913278
2026-01-28,Recruiting_Region_08,Wednesday,1,594.551403634915,36552.81669967513,1395.2644080739606,17,36,19,16.515316767636527
2026-01-29,Recruiting_Region_08,Thursday,1,655.4721897438721,50748.55463725888,999.5614757285626,11,30,19,21.849072991462403
2026-01-30,Recruiting_Region_08,Friday,1,576.0872619000764,43128.08297415878,1153.5247043008424,20,24,4,24.003635912503185
2026-01-31,Recruiting_Region_08,Saturday,1,762.0107088464339,42457.610621157,1259.0388961449703,20,24,4,31.750446201934746
2026-02-01,Recruiting_Region_08,Sunday,1,748.7564296713456,45963.71522667342,1476.6466676830958,32,27,0,27.731719617457244
2026-02-02,Recruiting_Region_08,Monday,1,632.5215815077497,39215.89749182223,1179.5057845515723,33,39,6,16.2185020899423
2026-02-03,Recruiting_Region_08,Tuesday,0,1186.206252571981,78346.4995083391,1704.4695295514716,39,43,4,27.586191920278626
2026-02-04,Recruiting_Region_08,Wednesday,0,1328.767325086197,83808.46596875848,1977.547376225481,52,32,0,41.523978908943654
2026-02-05,Recruiting_Region_08,Thursday,0,1248.119448136235,79935.32652891439,1948.8368355473826,36,45,9,27.735987736360777
2026-02-06,Recruiting_Region_08,Friday,1,649.7167826934905,40261.89411319229,988.3023549537868,15,59,44,11.012148859211703
2026-02-07,Recruiting_Region_08,Saturday,0,1064.1142651242767,72367.86111178155,2153.0773243985022,42,48,6,22.1690471900891
2026-02-08,Recruiting_Region_08,Sunday,0,1187.5510728976433,82941.93056568067,1914.3001728638958,46,50,4,23.751021457952866
2026-02-09,Recruiting_Region_08,Monday,1,777.0754703689812,50265.916822776024,1202.6435553657948,34,46,12,16.892945008021332
2026-02-10,Recruiting_Region_08,Tuesday,0,1146.815827523212,73106.22617523863,1889.9579081511401,39,48,9,23.891996406733583
2026-02-11,Recruiting_Region_08,Wednesday,1,626.7573749020312,45332.85762144193,1291.3754707222986,25,60,35,10.445956248367187
2026-02-12,Recruiting_Region_08,Thursday,1,634.8373330457727,46758.346210771,1112.1397742068111,17,56,39,11.33638094724594
2026-02-13,Recruiting_Region_08,Friday,1,714.9684451272532,51458.10163048344,1332.232144746928,18,37,19,19.323471489925762
2026-02-14,Recruiting_Region_08,Saturday,1,675.6076651284036,47673.540336021084,1118.1247453396022,24,42,18,16.085896788771514
